IDLink,SentimentTitle,SentimentHeadline
tFrqIR6Chj,-0.018099047088397588,-0.09865473535763712
DVAaGErjlF,-0.07872229831813467,0.07714581922932956
OT9UIZm5M2,-0.04451490160652723,-0.0893964281358464
lflGp3q2Fj,0.06445848487503646,-0.08344540749294738
zDYG0SoovZ,-0.033241620210679494,-0.02856805871083035
xwr9uOYgEj,-0.05065191005896444,-0.10177486680595656
X8BqN4I4xZ,-0.012043923554668455,0.021867866028695445
ESXBINkNt4,-0.12662819891673766,0.0330927446460096
uUjZusP8FU,-0.011735918157075548,0.06918280095166236
VIxYwukhvK,-0.018098192367182794,-0.009387358254144017
l3Dpj2u50Q,0.022138449394076953,-0.05701682452188486
jfyxBOF13g,0.010671447903080302,-0.007097429578704203
IYcbOcTf6P,-0.012048207260999323,-0.04926405116116542
hTe22HCWtU,0.04935241081426085,-0.08348676754409001
FqhiT2wNpN,-0.01824308707248894,-0.028036383215858263
CjvbpYX11C,-0.018590085584264046,0.09542509242395737
JQWiOBrh9Z,0.043360330875222744,0.04949962433466393
pWqQHVfXv3,0.02327470730711746,-0.16601142757048507
PuMC340lVv,0.06339561826519736,-0.08476101968984992
Gu0df3QxHX,-0.07297523141180329,-0.039800797613933306
buyxHRAB2O,-0.0928161859306824,0.026268114079054262
BhOcTD5Su2,0.04184128398798746,0.04441824792305028
eLjGHMUAdd,0.09725186609995468,0.02852620427549925
lvvPy5NP6d,-0.05579323219011796,-0.12472781309867897
cyDWoQL2lO,-0.0609845476881101,-0.005752115375400975
NSq5fdSi1G,0.017634318003127984,-1.1920212675868569e-05
85qWIc2blh,0.04600303465555594,-0.06703562645092878
golUOJ8mlJ,-0.0037593398358588027,0.0014189378510933073
ENZFgK1N2B,0.01225036769526747,-0.008727181820804307
3UlWbFDlN3,0.006232780332974846,-0.05593744638399693
B66KUMjyM6,-0.012320991163663792,-0.08810303880706168
XUOaACxkex,-0.012211949023836708,-0.041459224542170325
90LQYGOLJe,-0.008744085831451304,-0.006215767201854642
66u6kjadpY,-0.07306328757929534,-0.07541089079404481
qG3hUONMbq,0.009267889409713535,-0.13986298188525428
Cfxeb52jkH,0.029465246166668842,0.034265898910738765
qKSt9gOTzv,0.015127802254508105,0.053203431325637984
MVaKNVVTfV,-0.003694403936282415,-0.026241496425366738
AiSOqy1D6E,0.0024235922341245067,-0.06208626791781714
h3YeKl4iEa,-0.0648748432683988,-0.10028459479526064
qH75SbjLV5,-0.24882429172675188,-0.12798014165645596
8tMtfUiIvY,-0.002552409165518344,-0.06914979816957138
lRECMiFvsF,-0.05724970318046742,0.02825871862498063
2Jv7ADWzps,-0.012046922654112908,-0.027691878804996656
RXHuXSKdN1,-0.013893917234394492,-0.028366880034331104
72eBI05rkC,-0.013784832865481572,-0.0029654311210387634
aZAL2OUopN,0.0591913669225827,-0.07322631971111872
SrQmSub7Su,-0.0013497246229272376,0.039694299026214463
jGl5QVFq62,-0.13486841858849816,-0.01289969819372053
gNFOSMIprN,0.0061696601798829735,-0.1061866495665783
z1FwdySC8b,-0.00016976843012886378,-0.007652319194136807
NUixgOQ2Ds,-0.0009746109528407116,-0.1627151868168412
kVzfO1qEF6,0.0061696601798829735,-0.12186865252099073
JqWJong3uG,0.06443341337090035,0.009559306510689994
oOFTvBzN9n,-0.1348687754237444,-0.024195443512879326
KqhQzWHMkP,-0.1024415911388055,-0.02898436000821369
EHNlCODnUb,0.04081836525205104,-0.15498617787677685
utdMIMlFt6,-0.019709575634924478,0.05249801468324149
reov8NCxVE,-0.0451149439452891,-0.059006741180181024
IjgEHgi6C0,0.014249545323096895,-0.05328993171905763
PPA17wNSo4,-0.11583073613508137,-0.11003114745758376
kDcqBZfL6Z,-0.011336571946110185,0.0071867794360909315
5vrwpTkFX0,-0.018097906898985813,0.045146581475436806
e1Am2LcL6q,-0.09829757343733908,-0.032169004423758515
BCW4uDI79i,-0.017348522430846565,0.031865350386043725
GhsAvQxufi,-0.024233247116437776,-0.06684155914585027
TUXlr8j0Jf,-0.21627020420700926,-0.13531597950453428
F6Kurxkhsb,0.0061696601798829735,-0.05217826565311337
pu7m9l8IdZ,-6.104542635971578e-05,-0.028993804794345594
NtSa3fslCm,-0.14128886196311957,0.02947563018650536
ADOyfjBWka,-0.07353258051356847,0.03341013589178285
WeHmCsxgjd,-0.006994959017975545,-0.05336271843751331
xTSrOtLZ4q,0.1458888111805208,-0.04074298712512413
MYH193fCKu,-0.013784476030235346,0.011144972590496061
u1y4r8TwIU,0.07955059099163582,-0.14869104578567685
g4tFzvqcI5,0.05767791471757909,-0.035406389520793335
j513X7mPrJ,-0.06520698196800631,0.07699530762538218
amshiZe6UY,1.7521621165913354e-05,-0.001926452723149289
tgkeH242IX,-0.015336206207081246,-0.07074099888545322
nXPSgZYl9a,0.010307268816038065,-0.06019822375852145
kpLPkLUhyO,-0.14855667645676013,0.006120857157533053
4ktjkm3BNk,0.0628270026573385,-0.026832810822254805
RTyrdJQ8Dp,-0.07945249147218347,-0.04688743301196843
CtG8GweoIq,-0.008744371299648286,0.011537423712267774
L00akWwk2x,0.020766524789910267,-0.007377950904303275
LXyTK4jVyA,-0.07945234873808497,-0.13022393655552852
UnXhPiKpzD,0.004776062275907444,-0.02141088190940146
DGNEQufSrb,-0.14855589141921843,-0.12020648913866527
zOPdNMW9uC,0.015335538969759494,0.02677208574971698
yHBHcgAO8N,-0.012105546683102325,-0.03264699434990127
xyU9kiwWzl,-0.02953560252135057,-0.0637918850575926
jZy8EjJOi5,-0.16070711140006144,0.04558281628194427
3vijCSykZr,0.09080885863643247,-0.02786331938111378
wStjauGkW0,-0.012172952225901215,-0.10045023965668679
7QoNAvMsTn,-0.08702367833452852,-0.05714484741561818
N1NxBOTzKi,-0.041565751290571606,-0.023243512993923864
nZ1IOjSdX7,0.05353618711993194,-0.01065018352726754
BGvgVb2nDS,-0.017224415302824144,-0.019564604160446634
zIFz5L7kIi,-0.1701657997482137,-0.10351412349550046
tHvqpzKhvW,0.010154961527741566,-0.09646962405958819
sKK9ufsJu4,-0.027387862665845468,-0.09933002158533923
h17Y5wYLUn,0.13274998580770014,0.03567057925302318
NORFZleWew,0.14582640301454525,-0.03461844114278629
9b7ebNWMrL,-0.04660479347195122,-0.03796465090985042
0wkZI3AtiF,-0.024963573619289123,-0.1207745587781686
dzGkGtpvn5,-0.08529702939903386,-0.04759681430173526
5vLx92dYUQ,-0.041565751290571606,-0.048775026772321275
irmnquODRc,0.04237631050605055,0.14626312437065767
bIemEY29YW,-0.05692076237123862,0.07137525096488682
swbl6Zw1pp,-0.08582417423243494,-0.039379668390248
GTmEYY8eNn,-0.01636608836303474,-0.06000364207368558
Q4NRtcRi7U,0.049600127639983435,-0.016613811717198987
cOLQnQtHOw,-0.03895243455668421,-0.006341620754967383
sQj3IZFgiJ,0.14588695563724044,-0.14808384691722828
Q4kqirCmVk,-0.013783690992693647,-0.011334399041820572
OzNPINYjW8,-0.015061951621437393,-0.022162449794106913
YPT11fE9jW,-0.02008656633824194,-0.11367106257402243
6Y5eHAo9mi,-0.01809776416488732,0.13349550793837325
LWAiHRen4A,-0.03140042655837256,-0.05170045184079214
cXs2WsDsZs,0.09038998529634479,-0.0039635506696206
JRGyEYK1qR,-0.011712042732165404,0.03436485619328196
pscU1VfZmn,-0.0687252798933779,0.08471278636446589
e5kAtxV6y6,0.019593272776992746,-0.07420289436877428
ngDdeCUV6a,-0.06866215974028603,-0.013944812983865563
2DzN9LsPHh,0.049429308259213475,0.043994342105089526
X9CsGVrY1Z,-0.20355049874057515,-0.17377195309017562
hWN86xaIMQ,-0.013784690131383082,-0.023615737233493975
lqz7qAtAN4,-0.02008656633824194,-0.10720170432862637
CQjSgOM2jK,-0.02008656633824194,-0.11367106257402243
WobbaGvRfu,0.030132997054997643,0.015508402087605622
hwMCvUGPUL,-0.012048349995097815,-0.0015784388751374015
u2BIxtNi9i,0.0105899943979279,-0.00020422022182711372
E3NfFvOauk,-0.018099116772070684,-0.03262499262244643
ani3ifFzdd,0.022070561115694835,-0.07920254920081161
aCHYrPldp8,-0.012039140278992869,0.09334839725277749
avJJQp0YSB,0.1459495762209876,-0.056540900975939695
T0PEWKKN3O,0.1459495762209876,-0.056540900975939695
INtssIfcnc,-0.09779780685681368,-0.1340275841858648
3SPnYFulNh,-0.013904796238084029,-0.07060369208574754
MZ2cm5gdrg,-0.126206018612289,-0.0036765932703618186
daxkkMq6i9,0.1459495762209876,-0.056540900975939695
bxBlOnQCpz,-0.08340581880949562,0.0027198759326022403
DOJNka3ObI,-0.022007871721905374,-0.051723550800992016
OinulvW3Sz,0.01035979095992268,0.06930288049490682
gXvoVOmBsS,0.01360574353308441,-0.012621530490760945
m7nDReJLOi,-0.18535567779716655,-0.09607579453815845
VW5Ydtr6Ye,0.02862466354349109,0.010841143424988656
SaXWh1kTni,0.02522144959501885,0.025527390831236552
mWx5SV05li,0.0403695218429838,-0.08482704285427702
uIUE3if0cq,-0.017686644872233682,0.032954186794987766
LVCtl0wN2R,-0.07694406939356155,-0.09086436435720754
im3BtCOYPf,-0.17241607468373393,-0.1357626841934065
7XN3AlgNMl,-0.006545569666604994,-0.12467879025719537
CMseQ3X2nX,-0.01223563575981687,0.14325021305020746
3rT5KAbl71,-0.012038429975252715,-0.05840485035347126
J4BicMNrhF,-0.01828541518173335,-0.11655130349438597
ycvH9It0sO,-0.044027149574726976,-0.27062138075809733
Rl4LUp69w7,-0.012844576212364196,0.035482470429455376
re0L8pWbak,0.01828046314551769,-0.06940939702971549
wIor1QhQNC,0.1576608277628964,-0.13587856855613145
S98p53dtPC,-0.027508238328301442,-0.0937414631823674
TBxoloxM7r,0.01997638678491306,-0.06699137734613031
SgKzR6x82M,0.05260719209045657,-0.07426280521281657
26cHGinB7q,0.010010538566319734,0.012332473943440538
BI4bcoaUkC,-0.04687147004641022,-0.07651016459052029
